Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
3,5,7,185,91,12.9,5.9,133.387,14.246,344.426,320.219
3,5,8,474,152,13.7,5.5,380.175,20.64,"1,000.712",959.879
3,5,9,141,246,14.4,5.2,343.707,21.328,933.745,894.825
3,5,10,707,178,14.8,5.5,777.811,30.672,"2,024.962","1,948.781"
3,5,11,816,134,15.2,5.9,896.684,33.684,"2,305.648","2,217.781"
3,5,12,925,109,15.6,6.2,990.773,35.607,"2,524.573","2,426.993"
3,5,13,898,103,15.8,6.7,927.217,33.818,"2,382.066","2,290.867"
3,5,14,862,92,15.9,7.2,797.639,30.654,"2,074.106","1,995.942"
3,5,15,786,74,16.1,7.7,598.533,26.548,"1,566.621","1,507.676"
3,5,16,599,51,15.5,6.5,330.682,21.64,844.611,808.159
3,5,17,165,24,15,5.3,75.027,15.85,182.033,161.213
3,5,18,0,0,14.4,4.1,0,14.4,0,0
3,5,19,0,0,14.2,3.2,0,14.2,0,0
3,5,20,0,0,14.1,2.4,0,14.1,0,0
3,5,21,0,0,13.9,1.5,0,13.9,0,0
3,5,22,0,0,13.2,1.7,0,13.2,0,0
3,5,23,0,0,12.4,1.9,0,12.4,0,0
3,6,0,0,0,11.7,2.1,0,11.7,0,0
3,6,1,0,0,11.3,1.4,0,11.3,0,0
3,6,2,0,0,11,0.7,0,11,0,0
3,6,3,0,0,10.6,0,0,10.6,0,0
3,6,4,0,0,10.6,0.5,0,10.6,0,0
3,6,5,0,0,10.6,1,0,10.6,0,0
3,6,6,55,28,10.6,1.5,26.776,9.285,73.769,55.048
3,6,7,414,75,12.3,1.7,174.95,15.755,419.952,394.071
3,6,8,631,114,13.9,1.9,419.682,25.707,"1,070.61","1,027.73"
3,6,9,741,144,15.6,2.1,654.689,35.031,"1,652.566","1,590.563"
3,6,10,796,162,16.5,3.1,835.577,39.245,"2,085.186","2,006.57"
3,6,11,827,171,17.4,4.2,947.83,41.113,"2,348.634","2,258.9"
3,6,12,826,171,18.3,5.2,973.593,40.273,"2,423.725","2,330.683"
3,6,13,802,162,18.1,5.2,917.95,38.926,"2,299.54","2,211.935"
3,6,14,750,144,18,5.2,775.824,35.625,"1,970.021","1,896.028"
3,6,15,641,115,17.8,5.2,554.462,30.285,"1,428.805","1,374.593"
3,6,16,427,76,17.1,4.2,282.193,24.01,720.924,687.755
3,6,17,63,30,16.3,3.1,50.32,16.777,129.606,109.818
3,6,18,0,0,15.6,2.1,0,15.6,0,0
3,6,19,0,0,15.2,2.1,0,15.2,0,0
3,6,20,0,0,14.8,2.1,0,14.8,0,0
3,6,21,0,0,14.4,2.1,0,14.4,0,0
3,6,22,0,0,13.9,2.1,0,13.9,0,0
3,6,23,0,0,13.3,2.1,0,13.3,0,0
3,7,0,0,0,12.8,2.1,0,12.8,0,0
3,7,1,0,0,12.4,1.7,0,12.4,0,0
3,7,2,0,0,12.1,1.4,0,12.1,0,0
3,7,3,0,0,11.7,1,0,11.7,0,0
3,7,4,0,0,11.9,1,0,11.9,0,0
3,7,5,0,0,12,1,0,12,0,0
3,7,6,158,24,12.2,1,24.21,10.505,59.677,41.219
3,7,7,510,59,13.5,1.4,185.044,17.477,429.04,402.953
3,7,8,596,144,14.8,1.7,432.666,27.422,"1,099.818","1,056.066"
3,7,9,687,177,16.1,2.1,654.059,35.553,"1,648.617","1,586.756"
3,7,10,545,265,17.2,2.9,735.72,37.776,"1,851.038","1,781.668"
3,7,11,380,363,18.3,3.8,737.528,37.402,"1,862.701","1,792.884"
3,7,12,634,246,19.4,4.6,879.421,40.293,"2,189.263","2,106.346"
3,7,13,571,253,18.9,4.6,805.581,38.445,"2,023.368","1,947.251"
3,7,14,583,208,18.3,4.6,708.786,35.426,"1,802.726","1,735.189"
3,7,15,603,133,17.8,4.6,550.024,30.992,"1,413.844","1,360.132"
3,7,16,368,101,17.1,4.4,284.521,23.847,733.41,699.917
3,7,17,50,34,16.3,4.3,52.594,16.688,138.185,118.23
3,7,18,0,0,15.6,4.1,0,15.6,0,0
3,7,19,0,0,15,3.2,0,15,0,0
3,7,20,0,0,14.5,2.4,0,14.5,0,0
3,7,21,0,0,13.9,1.5,0,13.9,0,0
3,7,22,0,0,13.5,1.5,0,13.5,0,0
3,7,23,0,0,13.2,1.5,0,13.2,0,0
3,8,0,0,0,12.8,1.5,0,12.8,0,0
3,8,1,0,0,12.6,1.3,0,12.6,0,0
3,8,2,0,0,12.4,1.2,0,12.4,0,0
3,8,3,0,0,12.2,1,0,12.2,0,0
3,8,4,0,0,12,1.4,0,12,0,0
3,8,5,0,0,11.9,1.7,0,11.9,0,0
3,8,6,8,24,11.7,2.1,22.884,10.283,65.154,46.594
3,8,7,102,101,12.6,2.3,122.877,14.184,329.284,305.405
3,8,8,160,170,13.5,2.4,245.307,19.195,662.967,631.278
3,8,9,237,325,14.4,2.6,490.138,27.442,"1,293.242","1,243.484"
3,8,10,669,172,15.2,3.8,745.609,33.861,"1,911.824","1,840.112"
3,8,11,711,189,15.9,5,869.216,35.614,"2,214.336","2,130.365"
3,8,12,518,203,16.7,6.2,726.227,31.429,"1,889.097","1,818.265"
3,8,13,747,176,16.5,5.3,886.539,35.888,"2,255.016","2,169.32"
3,8,14,348,220,16.3,4.5,523.67,29.499,"1,371.836","1,319.52"
3,8,15,283,151,16.1,3.6,351.672,25.178,933.048,894.148
3,8,16,363,86,15.4,3.4,265.789,21.833,689.923,657.55
3,8,17,85,31,14.6,3.3,60.056,15.227,154.073,133.807
3,8,18,0,0,13.9,3.1,0,13.9,0,0
3,8,19,0,0,13.9,3.1,0,13.9,0,0
3,8,20,0,0,13.9,3.1,0,13.9,0,0
3,8,21,0,0,13.9,3.1,0,13.9,0,0
3,8,22,0,0,13.9,2.8,0,13.9,0,0
3,8,23,0,0,13.9,2.4,0,13.9,0,0
3,9,0,0,0,13.9,2.1,0,13.9,0,0
3,9,1,0,0,13.7,2.4,0,13.7,0,0
3,9,2,0,0,13.5,2.8,0,13.5,0,0
3,9,3,0,0,13.3,3.1,0,13.3,0,0
3,9,4,0,0,13.1,2.9,0,13.1,0,0
3,9,5,0,0,13,2.8,0,13,0,0
3,9,6,65,35,12.8,2.6,32.867,11.828,89.638,70.617
3,9,7,450,98,13.3,2.6,209.54,17.436,507.889,479.981
3,9,8,170,181,13.9,2.6,261.383,20.28,703.12,670.41
3,9,9,79,278,14.4,2.6,330.075,22.966,891.853,854.104
3,9,10,60,325,14.8,3.3,377.312,24.203,"1,015.696",974.429
3,9,11,84,408,15.2,3.9,496.45,27.205,"1,318.082","1,267.522"
3,9,12,106,470,15.6,4.6,592.631,29.23,"1,558.407","1,499.75"
3,9,13,93,355,15.8,5.1,453.86,25.771,"1,213.13","1,165.909"
3,9,14,121,258,15.9,5.7,373.739,23.235,"1,009.881",968.784
3,9,15,68,244,16.1,6.2,303.382,21.496,825.071,789.149
3,9,16,179,130,15.4,5.9,223.736,19.185,599.905,569.785
3,9,17,45,35,14.6,5.5,52.159,14.691,139.047,119.076
3,9,18,0,0,13.9,5.2,0,13.9,0,0
3,9,19,0,0,13.7,4,0,13.7,0,0
3,9,20,0,0,13.5,2.7,0,13.5,0,0
3,9,21,0,0,13.3,1.5,0,13.3,0,0
3,9,22,0,0,13.3,2.2,0,13.3,0,0
3,9,23,0,0,13.3,2.9,0,13.3,0,0
3,10,0,0,0,13.3,3.6,0,13.3,0,0
3,10,1,0,0,13.3,4.3,0,13.3,0,0
3,10,2,0,0,13.3,5,0,13.3,0,0
3,10,3,0,0,13.3,5.7,0,13.3,0,0
3,10,4,0,0,13.1,5,0,13.1,0,0
3,10,5,0,0,13,4.3,0,13,0,0
3,10,6,2,8,12.8,3.6,7.666,11.222,21.776,4.017
3,10,7,2,91,13.7,4.8,87.197,14.089,245.63,223.518
3,10,8,1,191,14.7,6,184.545,17.22,513.197,485.164
3,10,9,1,228,15.6,7.2,221.808,18.698,612.754,582.318
3,10,10,8,292,15.6,7.9,292.429,19.791,803.79,768.44
3,10,11,2,365,15.6,8.6,363.349,20.815,994.111,953.469
3,10,12,7,335,15.6,9.3,338.816,20.242,929.433,890.634
3,10,13,286,290,15.8,9.5,578.83,24.061,"1,559.207","1,500.521"
3,10,14,178,228,15.9,9.6,386.523,21.401,"1,052.831","1,010.477"
3,10,15,338,182,16.1,9.8,422.488,21.876,"1,138.614","1,093.69"
3,10,16,127,129,15.4,9.1,199.139,17.957,540.06,511.389
3,10,17,58,29,14.6,8.4,46.892,14.485,122.112,102.469
3,10,18,0,0,13.9,7.7,0,13.9,0,0
3,10,19,0,0,13.9,6.3,0,13.9,0,0
3,10,20,0,0,13.9,5,0,13.9,0,0
3,10,21,0,0,13.9,3.6,0,13.9,0,0
3,10,22,0,0,13.5,2.7,0,13.5,0,0
3,10,23,0,0,13.2,1.9,0,13.2,0,0
3,11,0,0,0,12.8,1,0,12.8,0,0
3,11,1,0,0,12.4,1.7,0,12.4,0,0
3,11,2,0,0,12.1,2.4,0,12.1,0,0
3,11,3,0,0,11.7,3.1,0,11.7,0,0
3,11,4,0,0,11.7,2.8,0,11.7,0,0
3,11,5,0,0,11.7,2.4,0,11.7,0,0
3,11,6,139,31,11.7,2.1,29.619,10.467,76.173,57.407
3,11,7,262,94,12.8,2.4,158.811,15.487,401.949,376.473
3,11,8,128,247,13.9,2.8,304.283,21.138,821.19,785.373
3,11,9,88,213,15,3.1,275.213,21.74,747.315,713.459
3,11,10,524,306,15.6,3.4,765.352,34.764,"1,955.446","1,882.027"
3,11,11,240,425,16.1,3.8,667.862,33.629,"1,718.864","1,654.448"
3,11,12,217,290,16.7,4.1,521.808,29.939,"1,367.39","1,315.22"
3,11,13,499,273,16.7,4.1,765.104,35.422,"1,951.155","1,877.905"
3,11,14,369,203,16.7,4.1,533.227,30.493,"1,390.238","1,337.313"
3,11,15,551,135,16.7,4.1,517.447,29.45,"1,341.194","1,289.883"
3,11,16,406,81,16.1,3.9,279.845,23.078,720.476,687.318
3,11,17,90,32,15.6,3.8,61.598,16.263,156.772,136.453
3,11,18,0,0,15,3.6,0,15,0,0
3,11,19,0,0,14.4,3.3,0,14.4,0,0
3,11,20,0,0,13.9,2.9,0,13.9,0,0
3,11,21,0,0,13.3,2.6,0,13.3,0,0
3,11,22,0,0,12.8,2.4,0,12.8,0,0
3,11,23,0,0,12.2,2.3,0,12.2,0,0
3,12,0,0,0,11.7,2.1,0,11.7,0,0
3,12,1,0,0,11.5,1.4,0,11.5,0,0
3,12,2,0,0,11.3,0.7,0,11.3,0,0
3,12,3,0,0,11.1,0,0,11.1,0,0
3,12,4,0,0,11.3,0,0,11.3,0,0
3,12,5,0,0,11.5,0,0,11.5,0,0
3,12,6,230,27,11.7,0,28.583,9.585,67.66,49.054
3,12,7,540,73,13.4,1.4,213.736,18.395,503.842,476.029
3,12,8,685,97,15,2.7,439.308,26.347,"1,119.287","1,074.949"
3,12,9,677,170,16.7,4.1,649.289,32.396,"1,664.03","1,601.614"
3,12,10,722,168,16.9,4.8,792.212,35.114,"2,019.408","1,943.45"
3,12,11,769,195,17,5.5,935.658,37.141,"2,365.897","2,275.408"
3,12,12,638,276,17.2,6.2,920,35.89,"2,341.6","2,252.173"
3,12,13,545,255,17.4,5.5,788.41,34.7,"2,017.731","1,941.841"
3,12,14,442,211,17.6,4.8,601.443,31.819,"1,557.873","1,499.234"
3,12,15,399,164,17.8,4.1,450.863,29.105,"1,173.324","1,127.338"
3,12,16,444,94,17.1,4.1,311.672,24.538,797.856,762.665
3,12,17,53,41,16.3,4.1,61.337,17.022,161.766,141.348
3,12,18,0,0,15.6,4.1,0,15.6,0,0
3,12,19,0,0,15.2,3.6,0,15.2,0,0
3,12,20,0,0,14.8,3.1,0,14.8,0,0
3,12,21,0,0,14.4,2.6,0,14.4,0,0
3,12,22,0,0,14.2,2.2,0,14.2,0,0
3,12,23,0,0,14.1,1.9,0,14.1,0,0
3,13,0,0,0,13.9,1.5,0,13.9,0,0
3,13,1,0,0,13.5,1.5,0,13.5,0,0
3,13,2,0,0,13.2,1.5,0,13.2,0,0
3,13,3,0,0,12.8,1.5,0,12.8,0,0
3,13,4,0,0,13,1.5,0,13,0,0
3,13,5,0,0,13.1,1.5,0,13.1,0,0
3,13,6,32,47,13.3,1.5,42.177,12.504,117.799,98.24
3,13,7,329,114,15.7,2,196.914,19.831,488.549,461.094
3,13,8,561,152,18.2,2.6,433.119,29.424,"1,096.541","1,052.887"
3,13,9,683,172,20.6,3.1,657.217,37.913,"1,639.485","1,577.953"
3,13,10,695,213,21.7,4,818.038,42.108,"2,013.777","1,938.044"
3,13,11,711,211,22.8,4.8,900.412,43.87,"2,200.533","2,117.143"
3,13,12,692,257,23.9,5.7,953.494,44.244,"2,326.429","2,237.661"
3,13,13,638,226,23.2,5.3,846.3,42.244,"2,085.354","2,006.731"
3,13,14,561,216,22.4,5,703.904,38.718,"1,761.877","1,695.87"
3,13,15,256,177,21.7,4.6,363.821,30.574,942.353,903.19
3,13,16,299,98,21.1,3.9,251.251,26.92,641.379,610.232
3,13,17,51,39,20.6,3.3,57.753,21.228,149.218,129.048
3,13,18,0,0,20,2.6,0,20,0,0
3,13,19,0,0,19.6,2.6,0,19.6,0,0
3,13,20,0,0,19.3,2.6,0,19.3,0,0
3,13,21,0,0,18.9,2.6,0,18.9,0,0
3,13,22,0,0,17.8,2.2,0,17.8,0,0
3,13,23,0,0,16.7,1.9,0,16.7,0,0
3,14,0,0,0,15.6,1.5,0,15.6,0,0
3,14,1,0,0,15.2,1,0,15.2,0,0
3,14,2,0,0,14.8,0.5,0,14.8,0,0
3,14,3,0,0,14.4,0,0,14.4,0,0
3,14,4,0,0,14.2,0.5,0,14.2,0,0
3,14,5,0,0,14.1,1,0,14.1,0,0
3,14,6,106,42,13.9,1.5,38.928,12.99,103.634,84.347
3,14,7,351,117,16.7,1.7,207.587,21.361,511.062,483.079
3,14,8,585,137,19.4,1.9,433.735,31.751,"1,084.685","1,041.386"
3,14,9,683,184,22.2,2.1,671.065,41.978,"1,640.64","1,579.067"
3,14,10,710,202,22.8,3.6,821.027,44.004,"2,001.602","1,926.355"
3,14,11,742,196,23.3,5.2,914.895,43.755,"2,237.282","2,152.34"
3,14,12,715,234,23.9,6.7,953.008,42.373,"2,347.74","2,258.045"
3,14,13,744,185,22.8,5.5,900.86,42.57,"2,216.009","2,131.967"
3,14,14,787,127,21.7,4.3,792.131,41.648,"1,952.243","1,878.95"
3,14,15,701,92,20.6,3.1,573.279,36.907,"1,430.323","1,376.06"
3,14,16,544,66,19.7,2.6,328.844,29.445,816.105,780.425
3,14,17,208,29,18.7,2,88.66,20.89,207.768,186.431
3,14,18,0,0,17.8,1.5,0,17.8,0,0
3,14,19,0,0,17.2,1.7,0,17.2,0,0
3,14,20,0,0,16.7,1.9,0,16.7,0,0
3,14,21,0,0,16.1,2.1,0,16.1,0,0
3,14,22,0,0,15.9,1.9,0,15.9,0,0
3,14,23,0,0,15.8,1.7,0,15.8,0,0
3,15,0,0,0,15.6,1.5,0,15.6,0,0
3,15,1,0,0,15.2,1,0,15.2,0,0
3,15,2,0,0,14.8,0.5,0,14.8,0,0
3,15,3,0,0,14.4,0,0,14.4,0,0
3,15,4,0,0,13.9,0.7,0,13.9,0,0
3,15,5,0,0,13.3,1.4,0,13.3,0,0
3,15,6,17,29,12.8,2.1,27.675,11.744,77.794,58.997
3,15,7,139,109,13.9,2.3,142.183,16.12,375.061,350.182
3,15,8,345,176,15,2.4,348.786,23.832,915.491,877.083
3,15,9,680,192,16.1,2.6,678.727,34.743,"1,721.277","1,656.772"
3,15,10,673,240,17.4,3.5,830.006,39.193,"2,074.17","1,996.003"
3,15,11,894,124,18.7,4.3,971.48,42.718,"2,388.252","2,296.781"
3,15,12,888,134,20,5.2,"1,001.406",42.626,"2,463.712","2,368.884"
3,15,13,874,128,19.1,4.7,955.063,42.092,"2,354.971","2,264.961"
3,15,14,832,114,18.1,4.1,815.572,39.174,"2,035.281","1,958.686"
3,15,15,748,93,17.2,3.6,603.952,33.586,"1,531.627","1,473.903"
3,15,16,338,100,16.5,3.3,271.121,24.013,700.469,667.826
3,15,17,116,31,15.7,2.9,65.109,16.575,161.849,141.43
3,15,18,0,0,15,2.6,0,15,0,0
3,15,19,0,0,15,2.6,0,15,0,0
3,15,20,0,0,15,2.6,0,15,0,0
3,15,21,0,0,15,2.6,0,15,0,0
3,15,22,0,0,14.6,2.8,0,14.6,0,0
3,15,23,0,0,14.3,2.9,0,14.3,0,0
3,16,0,0,0,13.9,3.1,0,13.9,0,0
3,16,1,0,0,13.7,2.8,0,13.7,0,0
3,16,2,0,0,13.5,2.4,0,13.5,0,0
3,16,3,0,0,13.3,2.1,0,13.3,0,0
3,16,4,0,0,13.3,1.4,0,13.3,0,0
3,16,5,0,0,13.3,0.7,0,13.3,0,0
3,16,6,6,25,13.3,0,24.017,11.032,68.283,49.664
3,16,7,74,143,14.2,1.7,155.933,17.04,422.266,396.333
3,16,8,612,120,15.2,3.5,433.541,25.309,"1,117.221","1,072.945"
3,16,9,746,151,16.1,5.2,685.031,30.671,"1,770.986","1,704.64"
3,16,10,831,135,17,4.7,854.092,36.936,"2,157.879","2,076.272"
3,16,11,955,104,18,4.1,"1,009.166",43.373,"2,472.603","2,377.375"
3,16,12,955,102,18.9,3.6,"1,032.963",46.338,"2,493.031","2,396.882"
3,16,13,936,97,18.3,3.9,972.943,43.706,"2,379.242","2,288.167"
3,16,14,903,87,17.8,4.3,839.242,39.157,"2,094.23","2,015.245"
3,16,15,827,71,17.2,4.6,628.142,32.536,"1,599.795","1,539.679"
3,16,16,660,53,16.5,4.1,365.895,25.799,919.458,880.939
3,16,17,225,29,15.7,3.6,93.24,17.518,220.754,199.153
3,16,18,0,0,15,3.1,0,15,0,0
3,16,19,0,0,15,2.8,0,15,0,0
3,16,20,0,0,15,2.4,0,15,0,0
3,16,21,0,0,15,2.1,0,15,0,0
3,16,22,0,0,14.6,1.4,0,14.6,0,0
3,16,23,0,0,14.3,0.7,0,14.3,0,0
3,17,0,0,0,13.9,0,0,13.9,0,0
3,17,1,0,0,13.5,0.9,0,13.5,0,0
3,17,2,0,0,13.2,1.7,0,13.2,0,0
3,17,3,0,0,12.8,2.6,0,12.8,0,0
3,17,4,0,0,12.6,2.4,0,12.6,0,0
3,17,5,0,0,12.4,2.3,0,12.4,0,0
3,17,6,74,45,12.2,2.1,41.422,11.588,113.327,93.854
3,17,7,209,141,13.1,2.4,192.126,16.846,502.149,474.376
3,17,8,410,227,14.1,2.8,433.682,25.088,"1,133.804","1,089.026"
3,17,9,10,261,15,3.1,260.18,21.797,708.378,675.532
3,17,10,300,352,15.7,3.4,623.095,31.171,"1,621.502","1,560.614"
3,17,11,332,274,16.5,3.8,613.84,32.267,"1,590.331","1,530.55"
3,17,12,561,265,17.2,4.1,838.009,37.908,"2,111.758","2,032.055"
3,17,13,573,246,16.8,4.5,807.939,36.541,"2,049.137","1,971.984"
3,17,14,296,265,16.5,4.8,533.168,29.202,"1,399.699","1,346.46"
3,17,15,8,167,16.1,5.2,169.658,19.544,466.635,439.688
3,17,16,4,116,15.9,4.5,117.629,17.509,326.365,302.549
3,17,17,0,18,15.8,3.8,17.158,14.777,48.252,30.006
3,17,18,0,0,15.6,3.1,0,15.6,0,0
3,17,19,0,0,15.6,3.6,0,15.6,0,0
3,17,20,0,0,15.6,4.1,0,15.6,0,0
3,17,21,0,0,15.6,4.6,0,15.6,0,0
3,17,22,0,0,15.6,4.4,0,15.6,0,0
3,17,23,0,0,15.6,4.3,0,15.6,0,0
3,18,0,0,0,15.6,4.1,0,15.6,0,0
3,18,1,0,0,15.4,3.6,0,15.4,0,0
3,18,2,0,0,15.2,3.1,0,15.2,0,0
3,18,3,0,0,15,2.6,0,15,0,0
3,18,4,0,0,14.8,3.1,0,14.8,0,0
3,18,5,0,0,14.6,3.6,0,14.6,0,0
3,18,6,379,25,14.4,4.1,32.626,13.409,66.086,47.509
3,18,7,689,46,15.9,4.5,238.489,20.045,547.875,519.017
3,18,8,855,64,17.4,4.8,503.148,28.037,"1,271.148","1,222.096"
3,18,9,928,77,18.9,5.2,736.85,34.779,"1,865.006","1,795.101"
3,18,10,953,86,19.8,5.5,905.708,39.215,"2,262.222","2,176.218"
3,18,11,971,89,20.8,5.9,"1,012.078",41.901,"2,498.643","2,402.24"
3,18,12,973,89,21.7,6.2,"1,039.532",42.917,"2,553.796","2,454.879"
3,18,13,964,85,21.1,6.7,988.216,40.405,"2,457.794","2,363.231"
3,18,14,930,76,20.6,7.2,851.029,36.476,"2,152.399","2,071.019"
3,18,15,866,62,20,7.7,644.922,31.391,"1,651.504","1,589.54"
3,18,16,724,44,19.4,5.1,383.001,27.959,950.118,910.735
3,18,17,185,34,18.9,2.6,87.831,21.019,209.079,187.715
3,18,18,0,0,18.3,0,0,18.3,0,0
3,18,19,0,0,17.9,0.7,0,17.9,0,0
3,18,20,0,0,17.6,1.4,0,17.6,0,0
3,18,21,0,0,17.2,2.1,0,17.2,0,0
3,18,22,0,0,16.5,1.9,0,16.5,0,0
3,18,23,0,0,15.7,1.7,0,15.7,0,0
3,19,0,0,0,15,1.5,0,15,0,0
3,19,1,0,0,14.3,1.5,0,14.3,0,0
3,19,2,0,0,13.5,1.5,0,13.5,0,0
3,19,3,0,0,12.8,1.5,0,12.8,0,0
3,19,4,0,0,13,1,0,13,0,0
3,19,5,1,1,13.1,0.5,0.974,10.547,2.792,0
3,19,6,179,36,13.3,0,35.833,10.372,89.16,70.148
3,19,7,539,82,15.7,0.9,232.988,22.019,551.534,522.589
3,19,8,744,80,18.2,1.7,465.67,32.053,"1,157.826","1,112.315"
3,19,9,877,69,20.6,2.6,694.825,40.001,"1,713.726","1,649.499"
3,19,10,918,84,21,3.6,875.967,43.662,"2,139.115","2,058.285"
3,19,11,975,98,21.3,4.7,"1,027.539",45.626,"2,488.653","2,392.702"
3,19,12,961,91,21.7,5.7,"1,031.818",43.881,"2,522.345","2,424.865"
3,19,13,970,86,21.3,6,996.241,42.107,"2,456.447","2,361.945"
3,19,14,938,77,21,6.4,859.753,38.296,"2,154.922","2,073.437"
3,19,15,865,63,20.6,6.7,646.143,33.127,"1,640.959","1,579.374"
3,19,16,728,45,19.5,5.5,386.428,27.726,960.089,920.423
3,19,17,346,24,18.3,4.3,114.073,20.53,254.34,232.048
3,19,18,0,0,17.2,3.1,0,17.2,0,0
3,19,19,0,0,16.8,3.1,0,16.8,0,0
3,19,20,0,0,16.5,3.1,0,16.5,0,0
3,19,21,0,0,16.1,3.1,0,16.1,0,0
3,19,22,0,0,15,2.6,0,15,0,0
3,19,23,0,0,13.9,2,0,13.9,0,0
3,20,0,0,0,12.8,1.5,0,12.8,0,0
3,20,1,0,0,12.6,1.7,0,12.6,0,0
3,20,2,0,0,12.4,1.9,0,12.4,0,0
3,20,3,0,0,12.2,2.1,0,12.2,0,0
3,20,4,0,0,12.4,2.4,0,12.4,0,0
3,20,5,9,1,12.6,2.8,0.974,10.942,2.787,0
3,20,6,480,23,12.8,3.1,36.566,11.758,65.295,46.732
3,20,7,793,40,15.6,3.3,266.954,21.043,608.643,578.308
3,20,8,912,56,18.3,3.4,528.96,31.336,"1,316.033","1,265.539"
3,20,9,970,68,21.1,3.6,761.971,40.482,"1,874.978","1,804.69"
3,20,10,995,75,21.5,4.8,934.342,43.196,"2,287.22","2,200.146"
3,20,11,1008,78,21.8,6,"1,039.029",43.289,"2,547.12","2,448.509"
3,20,12,1007,78,22.2,7.2,"1,063.667",42.033,"2,625.01","2,522.798"
3,20,13,993,74,21.7,6.7,"1,005.446",41.375,"2,488.444","2,392.502"
3,20,14,961,67,21.1,6.2,868.267,38.927,"2,169.363","2,087.278"
3,20,15,899,54,20.6,5.7,658.845,34.766,"1,659.454","1,597.203"
3,20,16,769,39,19.7,5.3,398.337,28.416,984.998,944.619
3,20,17,409,21,18.7,5,123.436,20.924,268.835,246.241
3,20,18,0,0,17.8,4.6,0,17.8,0,0
3,20,19,0,0,17.2,3.6,0,17.2,0,0
3,20,20,0,0,16.7,2.5,0,16.7,0,0
3,20,21,0,0,16.1,1.5,0,16.1,0,0
3,20,22,0,0,15.5,1,0,15.5,0,0
3,20,23,0,0,15,0.5,0,15,0,0
3,21,0,0,0,14.4,0,0,14.4,0,0
3,21,1,0,0,14,0.5,0,14,0,0
3,21,2,0,0,13.7,1,0,13.7,0,0
3,21,3,0,0,13.3,1.5,0,13.3,0,0
3,21,4,0,0,13.3,1.5,0,13.3,0,0
3,21,5,3,1,13.3,1.5,0.974,11.455,2.781,0
3,21,6,335,33,13.3,1.5,40.467,12.065,86.245,67.289
3,21,7,685,60,14.8,1.5,257.376,21.27,598.996,568.898
3,21,8,710,111,16.3,1.5,483.344,31.329,"1,211.448","1,164.279"
3,21,9,782,111,17.8,1.5,677.799,39.972,"1,674.225","1,611.44"
3,21,10,857,107,18.9,2.5,852.133,43.599,"2,082.07","2,003.581"
3,21,11,689,253,20,3.6,934.086,44.558,"2,275.204","2,188.646"
3,21,12,682,172,21.1,4.6,862.638,42.092,"2,128.355","2,047.97"
3,21,13,780,149,20.5,4.6,897.798,42.122,"2,213.797","2,129.848"
3,21,14,348,244,20,4.6,553.153,33.759,"1,420.229","1,366.304"
3,21,15,292,215,19.4,4.6,429.637,29.4,"1,119.94","1,075.582"
3,21,16,86,164,18.5,3.1,213.94,24.039,569.048,539.68
3,21,17,56,47,17.6,1.5,66.814,18.682,175.083,154.402
3,21,18,0,0,16.7,0,0,16.7,0,0
3,21,19,0,0,16.5,0.7,0,16.5,0,0
3,21,20,0,0,16.3,1.4,0,16.3,0,0
3,21,21,0,0,16.1,2.1,0,16.1,0,0
3,21,22,0,0,15.7,1.9,0,15.7,0,0
3,21,23,0,0,15.4,1.7,0,15.4,0,0
3,22,0,0,0,15,1.5,0,15,0,0
3,22,1,0,0,14.3,1.7,0,14.3,0,0
3,22,2,0,0,13.5,1.9,0,13.5,0,0
3,22,3,0,0,12.8,2.1,0,12.8,0,0
3,22,4,0,0,13,1.9,0,13,0,0
3,22,5,0,1,13.1,1.7,0.974,10.97,2.787,0
3,22,6,6,48,13.3,1.5,44.575,12.208,126.245,106.522
3,22,7,126,163,15.3,2,191.288,19.26,507.984,480.074
3,22,8,463,198,17.4,2.6,440.746,28.82,"1,130.83","1,086.143"
3,22,9,687,205,19.4,3.1,708.385,38.088,"1,769.488","1,703.197"
3,22,10,833,134,19.6,4.5,866.041,40.365,"2,151.631","2,070.283"
3,22,11,529,243,19.8,5.8,773.355,36.152,"1,965.745","1,891.92"
3,22,12,959,100,20,7.2,"1,044.376",39.066,"2,616.56","2,514.741"
3,22,13,719,117,20,6.3,807.099,36.508,"2,047.261","1,970.184"
3,22,14,879,76,20,5.5,812.909,37.606,"2,044.886","1,967.905"
3,22,15,878,58,20,4.6,650.948,35.814,"1,631.691","1,570.438"
3,22,16,742,41,19.1,3.9,389.24,29.221,959.961,920.298
3,22,17,409,22,18.1,3.3,123.522,20.937,268.9,246.304
3,22,18,0,0,17.2,2.6,0,17.2,0,0
3,22,19,0,0,16.7,2.6,0,16.7,0,0
3,22,20,0,0,16.1,2.6,0,16.1,0,0
3,22,21,0,0,15.6,2.6,0,15.6,0,0
3,22,22,0,0,15.2,2.8,0,15.2,0,0
3,22,23,0,0,14.8,2.9,0,14.8,0,0
3,23,0,0,0,14.4,3.1,0,14.4,0,0
3,23,1,0,0,13.9,2.1,0,13.9,0,0
3,23,2,0,0,13.3,1,0,13.3,0,0
3,23,3,0,0,12.8,0,0,12.8,0,0
